intents,patterns
"I know I want to,but I know I can't... ",0
"@emo_zaboo oh yea, the BFMV shirts are on sale too for father's day...too bad the posters aren't ",0
Coming home...  what a buzzkill,0
@godannygo Danny Sorry About Earlyer E Cut The Phone Of By Accident  Is It To Late To Ring You Now ????,0
@IJCopon925 it comes out in august buddy. ,0
@t0rdo0r it was on accident  I didn't know it was rotten!!,0
Why do I aways get stuck making the golf ball pyramids?! They're always crooked anyway ,0
I'm home sick people i miss London town   ♫ http://blip.fm/~7rmhz,0
I wish I could apply my own lashes ,0
Haha CAMP ROCK IS ON VRAK.TV  ...it's the sad scene.....where Shane know about the truth ,0
@KingdomGeek you missed me ,0
@mileycyrus wish a could go to la just escape from everything ,0
@StephBillie am a little sad ! ,0
My Chipotle tasted soapy.  I ate it anyway.,0
"@Kcluvsjasper I know!! I got goosebumps!! When I heard Edward tell Bella he didn't want her, I about cried. ",0
"@issarged I'm supposed to have been in TO over an hour ago, car plans have not worked out in my favour as of yet ",0
Oh gotta bad feeling about tonight  one little man asleep other one def not!!!,0
Cute little stripey cucumber beetles are cheerfully stressing out my golden zucchini ,0
Sitting by the pool (at my dad's) playing around on my new operating system. Linux:Ubuntu. I love it.. no itunes though... ,0
"Funny, this is the same price as my first iPod   http://tr.im/nFu3",0
Not a beach day   Maybe tomorrow...  Call me if anyone's at the Jersey shore.,0
@Heidi_Caswell gonna have 2 sign in on desktop inside to play song BB won't cooperate ,0
You might think were up by 10. Were really down by 90.  http://mypict.me/2R3M,0
Seriously crying still over that damn dogs as shark bait thing!!    Home from work and its shower time!!  Yes!!!,0
still at work ,0
"@ishbel did you bring yer moms cell phone? I keep trying to call it but it goes straight to the answer machine, so i guess not.. ",0
"Walked outside for a few mins, and now covered in Skeeter bites ",0
boreddddddddd    wanna text me please? 905 246 4651,0
Hating Miley Cyrus!!!! ,0
really wanna go dancing at the local gay nightclub but i have no one to bring with me. ,0
Acting classes are over ,0
http://twitpic.com/6sgh5 - Tortillas are haunting me I see them everywhere and we have none at my house ,0
@k_banks00 I noticed Datsyuk was back.  Yay for you!,0
Uggghhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh sorry guys just had to let that out ,0
@the_duckie  and there is nothing that the docs can do ?? An operation or something to make it better ?You can't stay with the pain 4ever,0
 broken hearts will heal with time...,0
@drewseeley meeee haha but mine is almost over ,0
@selenagomez hey gurl im so sorry about you and taylor you were so cute together ,0
Oh btw twolks! We went to the shoe store and he walks out w/ 2 pair and I get none! There were none worth wearing in my size! ,0
My eyes hurt ,0
Their van broke? shiiit... ,0
Just got done @ the Whippers/Snappers munch. Bored + @ loose ends for a couple of hours. ,0
Doesn't feel so hot  I guess its nap time for me,0
Headddddachhhhheeee!! ,0
I hate having the kid that whines at the wedding. ,0
Fooooood is so fucknnnn expensiveeee ughghhghggh!!!! Only if I wasn't hungrry ,0
@asher_book me and steph called nd requested like 10 times but they haven't played it  and now we lost the station in the car haha,0
@beatlefanhere omg! i luvd is sooo much!!! soo much fun!...but got sooo full  but foodwas soooo good!!!,0
"Put a new background up here, too cute. I seriously think there's something wrong with me. So damned tired today. ",0
Face is soo burnt. ,0
Who gets a cold in June? Ahhh venturing outside the house for the first time all day ,0
@xoxnaquel is that from the live chat? ...That i missed haha  lmao,0
i want jesus to clean MY feets ,0
Lower back pain  Now time for those old Serbian people to come :/,0
I miss you Cindy... Why aren't you running by the potomac river watching movies be filmed about conspiracies and power here in D.C. ,0
Sunburn just hit me. I though i wasn't burnt..!  my shoulder hurts,0
"@Jonasbrothers before the storm is goint to be a disaster  , i'm sorry guys, i love you so much, but that's my opinion, she ruins the song",0
my mommy is a weirdo ,0
"Have updated the blog winningafortune.blogspot.com , not such a good day today ",0
@Jonasbrothers nickj what about miley? HUUUUUUUUH ?  ,0
I forgot it was my dad's birthday today and I saw him multiple times. ,0
"attempting to download a few movies for my mom, running out to rent another one. my dad's watching green day on tv. they're following me ",0
@amieewhitney LOL ewww you don't know where he's been  Prolly the bathroom of skeezy clubs doing lines with Kay,0
Eww....this drink is so gross.....i'm trying to not leave it alone cuz my mom might poison it.... ,0
@Jonasbrothers nickj what about miley?  HUUUUUUUUH ? ,0
"three more days of no life  missed trinity's do, Sam's do and nearly chopped off my finger on the overlocker.",0
@dvl5663 poor Lil' D   At least u can still tweet,0
gotta love west side story. i will try not to cry ,0
"Have updated the blog http://winningafortune.blogspot.com , not such a good day today ",0
"@Jonasbrothers nickj, what about miley? HUUUUUUUUH ? ",0
@TwoSteppinAnt that figures..and I'm not there ,0
"@jesslandolfi You're on the deck flipping burgers, I'm in Kinko's straight flippin' copies. ",0
@sherod I didn't like it as much as the musical. ,0
loreena's gig called off ,0
just squished a bug ,0
Hates cleaning her room. ,0
"@Jonasbrothers before the storm is gonna be a disaster  sorry guys, i love you so much, but that's my opinion, she ruins the song",0
.. xet .. ! i have fs probLems .. !! heLp ,0
Seeing the first crowd shot of USA v Honduras makes me regret not going  #ussoccer,0
"It is so Cold inside and outside, That i don't even think we are going to get a summer Canada  its going to be Warm then BAM winter -40",0
@JennaPalmore awesome. teaching where? (i just got back to troy tonight btw) ,0
i wanna see the hangover  and or land of the lost .,0
to the hospital now for the blood sugar test. haven't eaten since dinner  after the test let's go eat pizza and lotsa ice creeeam!!!,0
lovin' life!!  My hubby goes back to work tomorrow and will be back Wed.  ,0
"Going away for half a week, I won't get to see her for teh whole time, she dun know I miss her more than anything ",0
thanx 9abaya.. Eleshtrak finished  and I'm broke and no one in the house interested to buy a prepaed card ,0
"@Jonasbrothers nickj, what about miley?   HUUUUUUUUH ? ",0
"Just got off. Long 13 hours! So,so sad I have to wake up and do it all over again tomorrow ",0
"Been pretty lazy all day, just woke up from a nap and didn't make it to the gym.. I wasted the day. ",0
is jealous that @chadpearson is at the braves game. Thanks for the invite. ,0
"@Jonasbrothers nickj, what about miley? HUUUUUUUUH ? ",0
"My plants are dying, I am a crappy gardner ",0
Watching the Victoria Stafford memorial on tv. I should've been there. It's making me cry. So sad... ,0
"@aanday58 Oh man!!  okayyyyyyy. I'm going out tonight and I was secretly hoping you were already home, haha",0
@carbonchemicals did it run away? ,0
it should not be this cold out right now ,0
"@Simriel still, its already almost half 1  and i have to be up at 9AM i dont know how long the install takes",0
a new song... is sad u.u'  okay.. no more please ,0
"@kerrylouisexxx Haha! No, I wish.. I was supposed to be @ another rad party but I was too busy trying to blow myself and missed my train! ",0
@alysonfooter When Matsui returns can we cut him?? I guess that's wishful thinking on my part. Can we send him to roundrock? Probably not ,0
i meant *2 go..yea i'm really trippin...gettin sleepy ,0
but my boyfriend had 2 got off the phone ,0
@jblumemberg jooooyi! are you still alive? i don't know anything about you!  call me 2morrow! cuz 2day im going out IN MY RED HIGH HEELS!,0
"@Jonasbrothers before the storm is gonna be a disaster  sorry guys, i love you so much, but that's my opinion, she ruins the song",0
"@lacouvee It will be a problem, but I am thinking I might be able to fix it. I'll have to juggle 2 computers, though ",0
@MouseGoesSqueak HEY!!!  now i take bac whut i said about drawing stuff on u! lol,0
@sunniebridges nooooooooooooooo hide her away and hide yourself too and dont open the door when people come and postpone!!! ,0
It's been a long time since my last update ,0
I'm loving twitter right now even tho i dont no how to work it ,0
"@mercelleduane Nope, but I had a slushy. Although Im not feeling so good right now  hehehehe I have to eat something.",0
At this rodeo... Some horses are pulling weights. Most dumbess thing ever ,0
Just got back from the lake....too bad its like 50 degrees and raining ,0
"Sad that my boys are leaving for Dallas tomorrow. :| I'm gonna miss ya, Nick ",0
no paramore for me. oh well ,0
@secondglantz I'm sorry Cheryl. ,0
Just in and found a huuuge spider on my wall!! :S Dads in his bed so theres noone to kill it!!! ,0
I hate that I have to work graveyard shift and leave my wife and son alone. ,0
@aakritiu You should have gone home...stupid!!!!!  I'm sorry ,0
No Sims 3 today  One more forum to go. Distracted by cousins :o,0
@YungMoney007 I'm not ya friend homie! ,0
"@all2brite Hate to tell you but, it only gets worse as you get older... ",0
Not liking the thunder and lightening  especially as Im all alone  guess they'll have to cancel the ball- rain and electricity?!?!?,0
@lipinkduckie meee tooo!!! ,0
it's Tetris' 25th birthday and i haven't played it all day. i'm a terrible geek  one quick game and then bed.,0
i dont feel like wating until next weekfor my phone ,0
i thinkk im JELLO.!!! ,0
@KalebNation HEY! what won stuff today? i missed it ,0
my family is on the mile right now without me  noo free lobster &amp; shrimp cocktail for me smfh!,0
hate to watch on telly what i'm missing right niw. ,0
@eileenmishelay the weather... ,0
@ans_rocks yea were the loser's stuck at work!  lmao,0
@markygk yeah i always get colds in june and i fell awful right now! ,0
"@Jonasbrothers Now that u're online, Id love and explanation to this: In a DARK theater &quot;writing&quot; a song. I dont know what to think guys ",0
"omg my camel just bit my llama, i knew i shouldnt have let them out at the same time ",0
@hotsaucesugar My lw was 76 - 80  I'm heavier now! *CRIES*,0
@KendaSmith aye but I've a need for it all on dvd in the piratey way -giggles- I can't find season 1 or any cover art  show is pure genius,0
"@therealTiffany me 2, but i wish it was summer so i can get outta school! ",0
My man just ditched tha bbq to go fishin.. ,0
Yay! Power has been restored! (after I had packaged udon noodles for dinner) ,0
@NROTB I'm in toronto ,0
misses his bestest cuz he's in orlando right now ,0
Can anyone give a good reason they don't show the National Anthem on NBC b 4 the game!? I think it's disgraceful ,0
i feel dead. ahhh so sick ,0
why do i loose a follower or 2 every day? u guys dont love me  .. am i not entertaining enough ??,0
@ebookout sounds fun. Wish I was closer ,0
@sophiemcflyx awwwh  did he move out?  my brother has gone to spain for 10 days  ,0
Just finished work. wanted to buy a shirt at work but a fellow employee took the last x-small. i was not impressed. ,0
Misses the electric guitar ,0
I think I lost some followers this weekend.. hope they were just spam... something tells me they weren't.. ,0
My family is so fucked up. ,0
@icurl Sucks dude  Hope you feel better soon!,0
@thisgoeshere @strangetymes i think i'm going to bed.. 2.21am..have to study Greek and Latin tmw..and Biology  eww..loveya&lt;3,0
I want my twinkle pings and tweets connected!!! I hate switchin back n forth ,0
 Just found out my &quot;play play&quot; grand-daddy died...  RIP William Watson... Thanks 4 the memories!,0
Had an awful and VERY embarassing day all because of the STINKIN rain ,0
"@allgigs Hiya, I won your greenday cd comp recently and you asked me to direct message you my details but your not following me so i cant ",0
Gotta go back to my little jail cell aka work  http://myloc.me/2R5p,0
it's Tetris' 25th birthday and i haven't played it all day. i'm a terrible geek  one quick game and then bed. http://bit.ly/eHowat,0
"@museumist Yeah, or 140 tweets. No, no rollover ",0
"@gizmoalex LOL, Guinness scares you? Why?! :p I'm doing okay, just mourning the death of my PC earlier today! ",0
